Ticker,Name,Exchange
4MWB.DE,INAVISHMSCIUSAISUCH,GER
3BLK.DE,INAVISHEUSTXMIDUEUR,GER
0JGS.DE,IN.IS.MSCI EMU USD HED.LS,GER
3BMB.DE,IN.IS.M.EM ETF(DI.)EUR,GER
4Q6E.DE,INAV DEKA MSCI JAP. LC EO,GER
D9XN.DE,INAVSFTSERUKEIPGBP,GER
4MVA.DE,INAVISHEUSTXDIVUCHF,GER
4MUR.DE,INAVISHEMMINFUGBP,GER
0JGK.DE,INAVSOSTEUEXPHDUSD,GER
D8TP.DE,INAVISHPGOLDETCCHF,GER
D4Y5.DE,INAV INDIATRN USD,GER
5FUR.DE,INAVISHDHIYCBDUJPY,GER
D9P3.DE,INAVISHEMMDIVUUSD,GER
274N.DE,INAVDBMSCIUSAGBP,GER
0JBP.DE,INAVDBX-TR20001CGBP,GER
0J9X.DE,INAVDBX-TMSCIWUSD,GER
4MTC.DE,INAVISHSTECORBDUGBP,GER
4MXB.DE,INAVISHASPRYUJPY,GER
4MWQ.DE,INAVISHSTECORBDUJPY,GER
3BLY.DE,INAVISHDEVMPRYUEUR,GER
3BMH.DE,IN.IS.M.EM LA(INC)EUR,GER
3BN3.DE,INAVISHMSCIKOREAUS,GER
4MWZ.DE,IN.IS.ESTX DIVIDEND YN,GER
3BLB.DE,INAVISHDTBD710YRUEU,GER
0JEZ.DE,INAVDEEUST50THEUR,GER
4MXT.DE,INAVISMSCIEUEUKUJPY,GER
4MUV.DE,INAVISHLPREQUITYUGB,GER
4QCP.DE,IN.IS.EURO AGGR.BD.LS,GER
2743.DE,INAVISIBSE18USDCJPY,GER
3XJJ.DE,INAV SOURCE S+P 500 B USD,GER
3BOA.DE,INAVISHMSCIWISUUSD,GER
0J15.DE,IN.IS.MSCI EU.SI.F.ETF LS,GER
5394.DE,INAVISHMSCIMALUJPY,GER
274Z.DE,INAVISIBSE18USDCEUR,GER
4MTE.DE,INAVISEUCORBDLCUGBP,GER
D4OK.DE,INAVISHTRBD3-7YRGB,GER
4MUL.DE,INAVISHMSCITUGBP,GER
4QDA.DE,INAVISHEMMARSCJP,GER
4Q58.DE,INAVISHMSCIKOREAKRW,GER
3XJX.DE,IN.IS.SU.EO.CO.BD.0-3Y SF,GER
4MUX.DE,INAVISHDTIPSUGBP,GER
7D62.DE,INAVRU2000SUSD,GER
4MXK.DE,IN.IS.FTSEUROF.80 JPY,GER
0J9K.DE,INAV EUR,GER
274M.DE,INAVMSCINOAMGBP,GER
5376.DE,INAVISHUSAGGBDUGBP,GER
0J9S.DE,INAV EUR,GER
4MV6.DE,INAVISHMSCIKOREACH,GER
5FPE.DE,INAVISEUCBD15YRUUSD,GER
0JGH.DE,INAV SO.STX EUROZ.EXP.EO,GER
7DTM.DE,INAV S&P 500 USD,GER
3BLR.DE,IN.IS.EO GOV.BD.3-5YR EO,GER
3XJ3.DE,IN.PS.ESTX HI.DIV.LV EUR,GER
D4OZ.DE,INAVISHMSCIJAPGB,GER
5EUL.DE,INAVISHMSCIJUAJPY,GER
5EUJ.DE,INAVISHMSCIEMSUIJPY,GER
275F.DE,INAVDBMSCIWUDR1CUSD,GER
4MVU.DE,INAVISHGINFUCHF,GER
D4OE.DE,INAVCSETF FTSEMGBP,GER
7FG7.DE,INAV DBXT LEVDAX EUR,GER
D9X7.DE,IN.DBX WD.INF.TEC.DR1C EO,GER
D9X9.DE,INAVDBXMSCIWEEUR,GER
539Z.DE,INAVISHMSCIACWIUUSD,GER
0JGT.DE,INAVISMSCIEUSDHJPY,GER
4MXL.DE,IN.IS.JPM DL EM BD.JPY,GER
3BLN.DE,IN.IS.ESTX T.MKT.VA.LG.EO,GER
4MXQ.DE,INAVISHMSCIEMMARJP,GER
3BMS.DE,INAVISHGWATERUEUR,GER
0JBM.DE,INAVDBX-TRRUMIC1CHF,GER
4Q9D.DE,INAVISHEUGBD57YRUGB,GER
5EUU.DE,INAVISHMSCIPLUJPY,GER
5EUI.DE,INAVISHMSCIWUAJPY,GER
4QB9.DE,INAVISHEUROAGBDUEUR,GER
0JHC.DE,INAVISHFSEMSCIWEUR,GER
D9PZ.DE,INAVISHEMMDIVUCHF,GER
7DT5.DE,INAVISHMSCIUSAUS,GER
4MTW.DE,INAVISHBRIC50UGBP,GER
D4OL.DE,INAVISHTRBD7-10YRGB,GER
0JEM.DE,INAV S&P USD,GER
4MUC.DE,IN.IS.M.EM ETF(DI.)GBP,GER
4Q80.DE,INAVISEUGBD1015YUEU,GER
4MWN.DE,INAVISHDTRBD13YRUJP,GER
3BNE.DE,INAVISEUGBD35YRUUS,GER
0JH9.DE,INAVDBXJPXNIK400JPY,GER
4MVE.DE,IN.IS.EO INF.LI.GOV.BD.SF,GER
5FPS.DE,IN.IS.EURO CO.B.EX-F.LS,GER
3BLX.DE,INAVISHASPRYUEUR,GER
0J1Q.DE,INAV GBP,GER
3BNI.DE,IN.IS.BRIC 50 DL,GER
D9X5.DE,INAVDBXMSCIWCSEUR,GER
4QD3.DE,INAVDEKDTBEGOGER10+,GER
5FPC.DE,INAVISEUCORBDEFIUUS,GER
3BNR.DE,INAVISHGINFUUSD,GER
4MXW.DE,IN.IS.M.EM LA(INC)JPY,GER
3BM0.DE,IN.IS.ST.IND.-LI.GIL.USD,GER
0JHB.DE,INAVISHFSMSCIUSAUSD,GER
D9XX.DE,INAVDBXHAH50DR1DEUR,GER
5DBL.DE,INAV DEKA MSCI JAP.MC EO,GER
3BM6.DE,INAVISHEUSTXTMGLUUS,GER
4MTZ.DE,INAVISHDEVMPRYUGBP,GER
4MTA.DE,INAVISHDTRBD13YRUGB,GER
3BMU.DE,INAVISHFTSEMIBEU,GER
3BN1.DE,INAVISMSCIEUEUKUUSD,GER
4MUI.DE,INAVISHEMLA(INC)GB,GER
4MVH.DE,INAVISEUGBD710YRUCH,GER
0J9B.DE,INAV GBP,GER
3BLG.DE,INAVISHAEXUEUR,GER
4MU6.DE,INAVISHASPACDIVUCHF,GER
3BLO.DE,INAVISHSTXEU50UEUR,GER
3XJL.DE,IN.NO.JPXN400 NR HE.IN.DL,GER
0JG7.DE,INAVISHFSMSCIUSAEUR,GER
3BOF.DE,INAVISHGWATERUUSD,GER
0J2B.DE,IN.IS.US EQ.BU.AC.ETF JPY,GER
4MTK.DE,INAVISHEUSTXMIDUGBP,GER
0J1V.DE,INAV GBP,GER
5375.DE,INAVISHUSAGGBDUCHF,GER
0J12.DE,INAV USD,GER
4MT6.DE,INAVISHFTSEUF100UGB,GER
DE3P.DE,IN.IS.EO CO.BD.IN.R.HD.EO,GER
4MX7.DE,IN.IS.GLB.WATER JPY,GER
D4OH.DE,INAVISEUGBD7-10YRGB,GER
INAU.DE,INAVI5.5-10.5U,GER
274V.DE,INAVISMSCIEUEXUKCHF,GER
0J18.DE,INAV EUR,GER
4Q5X.DE,INAVISEUCBDUEU,GER
4MT2.DE,INAVISHUKGUGBP,GER
4MWF.DE,INAVISHEMMINFUCHF,GER
7D4Q.DE,INAVDBXINDETF1C EUR,GER
D9P1.DE,INAVISHEMMDIVUGBP,GER
4MWY.DE,INAVISHEUSTXMIDUJPY,GER
537P.DE,INAVDBAGSC2FRASIEUR,GER
3XJK.DE,IN.NO.JPXN400 NR HE.IN.EO,GER
3XJW.DE,IN.IS.SU.EO.CO.BD.0-3Y EO,GER
4Q9T.DE,INAVISEUGBD57YRUCH,GER
275G.DE,INAVDBMSCIWTDR1CEUR,GER
5EDD.DE,INAVISHMSCISAUUSD,GER
4MV3.DE,INAVISHMSCIEUOPECH,GER
D4YN.DE,INAV DBXT S+P5002X I.D.SF,GER
4MX1.DE,INAVISHMSCIWORLDJP,GER
4MT3.DE,INAVISHUKDIVUGBP,GER
2759.DE,INAVISHGHYCORBDUGBP,GER
D8T8.DE,INAVISHPPALETCUSD,GER
4MWM.DE,INAVISHDOLCORBDUJPY,GER
5EDE.DE,INAVISHMSCIAUUUSD,GER
4MUK.DE,INAVISHMSCITAUGBP,GER
4QB8.DE,INAVDEKAIBXELSD10+,GER
4MTG.DE,INAVISHAEXUGBP,GER
D8TS.DE,IN.IS.PHYS.GOLD ETC USD,GER
3BL7.DE,INAVISHJPMDEMBDUEU,GER
5EUN.DE,INAVISHMSCISAUJPY,GER
275I.DE,IN. DBX MS.WOR.MA.DR1C EO,GER
4QCJ.DE,INAVISHGGOVBDUUSD,GER
7D43.DE,INAVDEKAMSCIEMMAR,GER
275D.DE,IN.DBX MSCI WLD.IND.1C DL,GER
4MT1.DE,INAVISHUSPRYUGBP,GER
D9XK.DE,INAVDEKAIBXELIN-F.D,GER
537N.DE,INAVDBAGSC1FRASIEUR,GER
4Q54.DE,INAVISHGINLGOBDUGBP,GER
4MVL.DE,INAVISHCHLGCAPUCHF,GER
4MUT.DE,IN.IS.GLB.TIM.+ FOR.GBP,GER
3BMT.DE,INAVISHLPREQUITYUEU,GER
4Q8Y.DE,INAVISHEUGBDUEUR,GER
0FZP.DE,INAVMSCIEVS EUR,GER
MACID,Maverix Metals Inc.,PNK
^YHOH891,^YHOH891,None
^SPC30045,S&P China A 300 Information Tec,SNP
^SP400-45,S&P 400 Information Technology,SNP
INFOBANK15.JK,Infobank 15 index,JKT
SMINFRA18.JK,SMI Infrastructure Index,JKT
^SP600-45,S&P 600 Information Technology,SNP
^SPTTTK,S&P/TSX Capped Information Tech,TSI
^SP1500-45,S&P Composite 1500 Information,SNP
^SPGTINFE,S&P Global Infrastructure Index,SNP
INMEX.MX,INDICE DE MEXICO,MEX
^NQIN5000INRT,NASDAQ India Cnsmr Svcs INR TR,NIM
^NQIN8000INR,NASDAQ India Financials INR Ind,NIM
^NQIN9000INR,NASDAQ India Tech INR Index,NIM
^NQIN2000INRT,NASDAQ India Inds INR TR Index,NIM
^NQIN9000INRT,NASDAQ India Tech INR TR Index,NIM
^NQIN1000INR,NASDAQ India Basic Matls INR In,NIM
^NQIN2000INRN,NASDAQ India Inds INR NTR Index,NIM
^NQIN6000INR,NASDAQ India Telecom INR Index,NIM
^NQININRN,NASDAQ India INR NTR Index,NIM
^NQINLCINRN,NASDAQ India Large Cap INR NTR,NIM
^NQIN9000INRN,NASDAQ India Tech INR NTR Index,NIM
^NQINLMINR,NASDAQ India Large Mid Cap INR,NIM
^NQIN6000INRN,NASDAQ India Telecom INR NTR In,NIM
^NQIN8000INRT,NASDAQ India Financials INR TR,NIM
^NQINSCINRT,NASDAQ India Small Cap INR TR I,NIM
^NQIN3000INR,NASDAQ India Cnsmr Goods INR In,NIM
^NQIN5000INR,NASDAQ India Cnsmr Svcs INR Ind,NIM
^NQINSCINR,NASDAQ India Small Cap INR Inde,NIM
^NQIN5000INRN,NASDAQ India Cnsmr Svcs INR NTR,NIM
^NQINLMINRT,NASDAQ India Large Mid Cap INR,NIM
^NQINLCINRT,NASDAQ India Large Cap INR TR I,NIM
^NQINMCINR,NASDAQ India Mid Cap INR Index,NIM
^NQININRT,NASDAQ India INR TR Index,NIM
^NQININR,NASDAQ India INR Index,NIM
^NQINLCINR,NASDAQ India Large Cap INR Inde,NIM
^NQINLMINRN,NASDAQ India Large Mid Cap INR,NIM
^NQIN2000INR,NASDAQ India Inds INR Index,NIM
^INSUR.BK,Insurance,SET
^NQEURO8500,The NASDAQ Eurozone Insurance I,NIM
^NQEURO8500EUR,NASDAQ Eurozone Ins EUR Index,NIM
^NQEU8500LMEUR,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEURO8500LMAUDN,NASDAQ Eurozone Ins Large Mid C,NIM
^NQEU8500LMJPYT,NASDAQ Europe Ins Large Mid Cap,NIM
^NQUSL8500EUR,NQ US Lg Cap Ins EUR Index,NIM
^NQEU8500LMJPY,NASDAQ Europe Ins Large Mid Cap,NIM
^NQUSL8500T,NQ US Lg Cap Ins TR Index,NIM
^NQEURO8500EURN,NASDAQ Eurozone Ins EUR NTR Ind,NIM
^NQEU8500LMGBPN,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEURO8500LMEUR,NASDAQ Eurozone Ins Large Mid C,NIM
^NQUSB8500LM,NQ US Ins Large Mid Cap Index,NIM
^NQEURO8500LMCAD,NASDAQ Eurozone Ins Large Mid C,NIM
^NG26.OS,Nikkei 225 Insurance,OSA
^NQUSM8500EURT,NQ US Md Cap Ins EUR TR Index,NIM
^NQEU8500JPYN,NASDAQ Europe Ins JPY NTR Index,NIM
^NQUSM8500N,NQ US Md Cap Ins Index Net Tota,NIM
^NQEU8500LMCAD,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEURO8500LMAUDT,NASDAQ Eurozone Ins Large Mid C,NIM
^NQUSM8500GBPT,NQ US Md Cap Ins GBP TR Index,NIM
^NQUSS8500JPYT,NQ US Sm Cap Ins JPY TR Index,NIM
^NQEURO8500LMGBP,NASDAQ Eurozone Ins Large Mid C,NIM
^NQEU8500JPY,NASDAQ Europe Ins JPY Index,NIM
^NQMEA8500LMAUD,NASDAQ MEA Ins Large Mid Cap AU,NIM
^NQDMEU8500JPYN,NASDAQ DM Europe Ins JPY NTR In,NIM
^NQEU8500LMAUD,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEU8500LMGBP,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEURO8500LMT,NASDAQ Eurozone Ins Large Mid C,NIM
^NQDMEU8500JPY,NASDAQ DM Europe Ins JPY Index,NIM
^NQUSL8500GBPN,NQ US Lg Cap Ins GBP NTR Index,NIM
^NQDMMEA8500EURN,NASDAQ DM MEA Ins EUR NTR Index,NIM
^NQEURO8500LMJPYT,NASDAQ Eurozone Ins Large Mid C,NIM
^NQUSB8500LMN,NASDAQ US Ins Large Mid Cap NT,NIM
^SP400-403010,S&P 400 Insurance (Industry),SNP
^NQDMEU8500N,The NASDAQ DM Europe Insurance,NIM
^NQDMMEA8500,The NASDAQ DM MEA Insurance Ind,NIM
^NQUSL8500JPYT,NQ US Lg Cap Ins JPY TR Index,NIM
^NQEU8500N,The NASDAQ Europe Insurance Ind,NIM
^NQEU8500GBPN,NASDAQ Europe Ins GBP NTR Index,NIM
^NQDMEU8500EURT,NASDAQ DM Europe Ins EUR TR Ind,NIM
^NQEU8500LMAUDT,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEU8500LMN,NASDAQ Europe Ins Large Mid Cap,NIM
^NQDMMEA8500GBP,NASDAQ DM MEA Ins GBP Index,NIM
^NQEURO8500LMN,NASDAQ Eurozone Ins Large Mid C,NIM
^NQEU8500,The NASDAQ Europe Insurance Ind,NIM
^NQEURO8500T,The NASDAQ Eurozone Insurance I,NIM
^NQUSB8500LMCAD,NQ US Ins Large Mid Cap CAD In,NIM
^NQDMMEA8500CADT,NASDAQ DM MEA Ins CAD TR Index,NIM
^NQUSL8500GBP,NQ US Lg Cap Ins GBP Index,NIM
^NQUSL8500JPYN,NQ US Lg Cap Ins JPY NTR Index,NIM
^NQMEA8500EUR,NASDAQ MEA Ins EUR Index,NIM
^NQEURO8500LMJPYN,NASDAQ Eurozone Ins Large Mid C,NIM
^NQEU8500LMAUDN,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEURO8500GBP,NASDAQ Eurozone Ins GBP Index,NIM
^NQDMMEA8500JPYT,NASDAQ DM MEA Ins JPY TR Index,NIM
^NQDMMEA8500JPYN,NASDAQ DM MEA Ins JPY NTR Index,NIM
^NQEURO8500LMGBPT,NASDAQ Eurozone Ins Large Mid C,NIM
^NQEU8500AUDT,NASDAQ Europe Ins AUD TR Index,NIM
^NQUSM8500JPY,NQ US Md Cap Ins JPY Index,NIM
^NQEU8500LMGBPT,NASDAQ Europe Ins Large Mid Cap,NIM
^NQMEA8500LMJPYT,NASDAQ MEA Ins Large Mid Cap JP,NIM
^NQDMMEA8500EURT,NASDAQ DM MEA Ins EUR TR Index,NIM
^NQDMEU8500CADT,NASDAQ DM Europe Ins CAD TR Ind,NIM
^NQEURO8500AUDT,NASDAQ Eurozone Ins AUD TR Inde,NIM
^NQUSS8500EURN,NQ US Sm Cap Ins EUR NTR Index,NIM
^NQUSS8500CAD,NQ US Sm Cap Ins CAD Index,NIM
^NQDMEU8500GBPN,NASDAQ DM Europe Ins GBP NTR In,NIM
^NQUSL8500AUDN,NQ US Lg Cap Ins AUD NTR Index,NIM
^NQEMMEA8500LM,NASDAQ EM MEA Ins Large Mid Cap,NIM
^NQUSB8500LMAUDN,NQ US Ins Large Mid Cap AUD NT,NIM
^NQEURO8500AUD,NASDAQ Eurozone Ins AUD Index,NIM
^NQEURO8500LMCADN,NASDAQ Eurozone Ins Large Mid C,NIM
^NQEURO8500EURT,NASDAQ Eurozone Ins EUR TR Inde,NIM
^NQUSM8500GBPN,NQ US Md Cap Ins GBP NTR Index,NIM
^NQEMMEA8500EUR,NASDAQ EM MEA Ins EUR Index,NIM
^NQUSB8500LMGBPT,NQ US Ins Large Mid Cap GBP TR,NIM
^NQEMMEA8500JPYN,NASDAQ EM MEA Ins JPY NTR Index,NIM
^NQUSB8500LMJPY,NQ US Ins Large Mid Cap JPY In,NIM
^NQMEA8500LMEUR,NASDAQ MEA Ins Large Mid Cap EU,NIM
^NQUSS8500N,NQ US Sm Cap Ins Index Net Tota,NIM
^NQUSL8500EURN,NQ US Lg Cap Ins EUR NTR Index,NIM
^NQMEA8500LMGBPT,NASDAQ MEA Ins Large Mid Cap GB,NIM
^NQUSB8500LMEUR,NQ US Ins Large Mid Cap EUR In,NIM
^NQEMMEA8500AUDN,NASDAQ EM MEA Ins AUD NTR Index,NIM
^NQEMMEA8500GBPN,NASDAQ EM MEA Ins GBP NTR Index,NIM
^NQEURO8500LMAUD,NASDAQ Eurozone Ins Large Mid C,NIM
^NQUSS8500GBPT,NQ US Sm Cap Ins GBP TR Index,NIM
^NQUSB8500LMEURT,NQ US Ins Large Mid Cap EUR TR,NIM
^NQUSB8500EURN,NQ US Bnchmk Ins EUR NTR Index,NIM
^NQEURO8500LMCADT,NASDAQ Eurozone Ins Large Mid C,NIM
^NQUSM8500JPYN,NQ US Md Cap Ins JPY NTR Index,NIM
^NQMEA8500LMEURT,NASDAQ MEA Ins Large Mid Cap EU,NIM
^NQEU8500CADN,NASDAQ Europe Ins CAD NTR Index,NIM
^NQDMEU8500LMEURN,NASDAQ DM Europe Ins Large Mid,NIM
^NQEMEA8500LMGBPN,NASDAQ EMEA Ins Large Mid Cap G,NIM
^NQDMEU8500LMCADT,NASDAQ DM Europe Ins Large Mid,NIM
^NQEMMEA8500N,The NASDAQ EM MEA Insurance Ind,NIM
^NQDMEU8500EUR,NASDAQ DM Europe Ins EUR Index,NIM
^NQEU8500EUR,NASDAQ Europe Ins EUR Index,NIM
^NQUSB8500CADN,NQ US Bnchmk Ins CAD NTR Index,NIM
^NQEM8500LMJPYN,NASDAQ Emerging Ins Large Mid C,NIM
^NQDMEU8500LMGBPN,NASDAQ DM Europe Ins Large Mid,NIM
^NQEURO8500JPY,NASDAQ Eurozone Ins JPY Index,NIM
^NQDMEU8500LMGBPT,NASDAQ DM Europe Ins Large Mid,NIM
^NQUSB8500LMJPYN,NQ US Ins Large Mid Cap JPY NT,NIM
^NQEU8500GBP,NASDAQ Europe Ins GBP Index,NIM
^NQUSM8500CAD,NQ US Md Cap Ins CAD Index,NIM
^NQMEA8500LMJPY,NASDAQ MEA Ins Large Mid Cap JP,NIM
^NQEM8500JPYT,NASDAQ Emerging Ins JPY TR Inde,NIM
^NQEMMEA8500T,The NASDAQ EM MEA Insurance Ind,NIM
^NQEMMEA8500LMN,NASDAQ EM MEA Ins Large Mid Cap,NIM
^NQEMEA8500LMJPYT,NASDAQ EMEA Ins Large Mid Cap J,NIM
^NQUSS8500EURT,NQ US Sm Cap Ins EUR TR Index,NIM
^NQUSB8500LMGBPN,NQ US Ins Large Mid Cap GBP NT,NIM
^NQMEA8500JPYN,NASDAQ MEA Ins JPY NTR Index,NIM
^NQUSL8500,NQ US Lg Cap Ins Index,NIM
^NQUSL8500GBPT,NQ US Lg Cap Ins GBP TR Index,NIM
^NQUSL8500AUD,NQ US Lg Cap Ins AUD Index,NIM
^NQMEA8500LMCADN,NASDAQ MEA Ins Large Mid Cap CA,NIM
^NQEM8500LMGBPN,NASDAQ Emerging Ins Large Mid C,NIM
^NQEMEA8500LMAUDN,NASDAQ EMEA Ins Large Mid Cap A,NIM
^SP1500-4030,S&P Composite 1500 Insurance (I,SNP
^NQEMMEA8500,The NASDAQ EM MEA Insurance Ind,NIM
^NQUSB8500LMCADN,NQ US Ins Large Mid Cap CAD NT,NIM
^SP500-403010,S&P 500 Insurance (Industry),SNP
^NQUSS8500AUDN,NQ US Sm Cap Ins AUD NTR Index,NIM
^NQDMMEA8500CAD,NASDAQ DM MEA Ins CAD Index,NIM
^NQEU8500LMJPYN,NASDAQ Europe Ins Large Mid Cap,NIM
^NQEU8500LMCADT,NASDAQ Europe Ins Large Mid Cap,NIM
^NQMEA8500EURN,NASDAQ MEA Ins EUR NTR Index,NIM
^NQEMMEA8500LMT,NASDAQ EM MEA Ins Large Mid Cap,NIM
^NQEM8500,The NASDAQ Emerging Markets Ins,NIM
^NQEM8500CAD,NASDAQ Emerging Ins CAD Index,NIM
^NQDMEU8500LMN,NASDAQ DM Europe Ins Large Mid,NIM
^YHOH909,^YHOH909,None
^YHOH908,^YHOH908,None
^NQUSB9535LMCAD,NQ US Internet Large Mid Cap C,NIM
^NQUSL9535,NQ US Lg Cap Internet Index,NIM
^NQUSB9535LMN,NQ US Internet Large Mid Cap N,NIM
^NQUSL9535T,NQ US Lg Cap Internet TR Index,NIM
^NQUSB9535LMEUR,NQ US Internet Large Mid Cap E,NIM
^NQUSS9535N,NQ US Sm Cap Internet Index Net,NIM
^NQUSB9535LMCADT,NQ US Internet Large Mid Cap C,NIM
^NQUSB9535LMEURN,NQ US Internet Large Mid Cap E,NIM
^YHOH907,^YHOH907,None
^NQUSL9535EURN,NQ US Lg Cap Internet EUR NTR I,NIM
^NQUSB9535LMT,NQ US Internet Large Mid Cap T,NIM
^NQUSL9535EUR,NQ US Lg Cap Internet EUR Index,NIM
^NQUSL9535JPYT,NQ US Lg Cap Internet JPY TR In,NIM
^NQUSS9535GBPN,NQ US Sm Cap Internet GBP NTR I,NIM
^NQUSB9535LMEURT,NQ US Internet Large Mid Cap E,NIM
^NQUSS9535EURT,NQ US Sm Cap Internet EUR TR In,NIM
^NQUSM9535AUDT,NQ US Md Cap Internet AUD TR In,NIM
^NQUSM9535EURN,NQ US Md Cap Internet EUR NTR I,NIM
^NQUSB9535LMGBP,NQ US Internet Large Mid Cap G,NIM
^NQUSL9535GBPT,NQ US Lg Cap Internet GBP TR In,NIM
^NQUSS9535AUD,NQ US Sm Cap Internet AUD Index,NIM
^NQUSM9535AUD,NQ US Md Cap Internet AUD Index,NIM
^NQUSB9535LM,NQ US Internet Large Mid Cap I,NIM
^NQUSL9535N,NQ US Lg Cap Internet NTR Index,NIM
^NQUSM9535EUR,NQ US Md Cap Internet EUR Index,NIM
^NQUSB9535LMJPYT,NQ US Internet Large Mid Cap J,NIM
^NQUSM9535N,NQ US Md Cap Internet NTR Index,NIM
^NQUSB9535LMAUDN,NQ US Internet Large Mid Cap A,NIM
^NQUSM9535AUDN,NQ US Md Cap Internet AUD NTR I,NIM
^NQUSB9535JPY,NQ US Bnchmk Internet JPY Index,NIM
^NQUSM9535EURT,NQ US Md Cap Internet EUR TR In,NIM
^NQUSB9535T,NQ US Bnchmk Internet TR Index,NIM
^NQUSM9535JPY,NQ US Md Cap Internet JPY Index,NIM
^SP600-50101020,S&P 600 Integrated Telecommunic,SNP
^NQUSB9535LMGBPT,NQ US Internet Large Mid Cap G,NIM
^NQUSS9535AUDT,NQ US Sm Cap Internet AUD TR In,NIM
^NQUSS9535JPYT,NQ US Sm Cap Internet JPY TR In,NIM
^NQUSL9535EURT,NQ US Lg Cap Internet EUR TR In,NIM
^NQUSL9535JPYN,NQ US Lg Cap Internet JPY NTR I,NIM
^NQUSM9535CADN,NQ US Md Cap Internet CAD NTR I,NIM
^NQUSS9535GBPT,NQ US Sm Cap Internet GBP TR In,NIM
^NQUSM9535JPYN,NQ US Md Cap Internet JPY NTR I,NIM
^NQUSS9535EUR,NQ US Sm Cap Internet EUR Index,NIM
^NQUSL9535GBPN,NQ US Lg Cap Internet GBP NTR I,NIM
^NQUSS9535JPYN,NQ US Sm Cap Internet JPY NTR I,NIM
^NQUSM9535CAD,NQ US Md Cap Internet CAD Index,NIM
^NQUSS9535EURN,NQ US Sm Cap Internet EUR NTR I,NIM
^NQUSL9535AUD,NQ US Lg Cap Internet AUD Index,NIM
^NQUSL9535AUDT,NQ US Lg Cap Internet AUD TR In,NIM
^NQUSS8777EUR,NQ US Sm Cap Inv Svcs EUR Index,NIM
^NQUSL8777N,NQ US Lg Cap Inv Svcs Index Net,NIM
^NQUSS8777,NQ US Sm Cap Inv Svcs Index,NIM
^NQUSB8777LMCADT,NQ US Inv Svcs Large Mid Cap C,NIM
^NQUSB8777LMAUDT,NQ US Inv Svcs Large Mid Cap A,NIM
^NQUSS8777N,NQ US Sm Cap Inv Svcs Index Net,NIM
^NQUSM8777CADT,NQ US Md Cap Inv Svcs CAD TR In,NIM
INVESTOR33.JK,Investor 33 Index,JKT
^NQUSS8777EURT,NQ US Sm Cap Inv Svcs EUR TR In,NIM
^NQUSS8777CAD,NQ US Sm Cap Inv Svcs CAD Index,NIM
^NQUSB8777LMEURN,NQ US Inv Svcs Large Mid Cap E,NIM
^NQUSB8777LMJPYT,NQ US Inv Svcs Large Mid Cap J,NIM
^NQUSL8777JPYN,NQ US Lg Cap Inv Svcs JPY NTR I,NIM
^NQUSL8777GBPN,NQ US Lg Cap Inv Svcs GBP NTR I,NIM
^NQUSB8777LMJPY,NQ US Inv Svcs Large Mid Cap J,NIM
^NQUSM8777EURN,NQ US Md Cap Inv Svcs EUR NTR I,NIM
^NQUSL8777CAD,NQ US Lg Cap Inv Svcs CAD Index,NIM
^NQUSM8777T,NQ US Md Cap Inv Svcs TR Index,NIM
^NQUSB8777JPYN,NQ US Bnchmk Inv Svcs JPY NTR I,NIM
^NQUSL8777CADT,NQ US Lg Cap Inv Svcs CAD TR In,NIM
^NQUSB8777GBPN,NQ US Bnchmk Inv Svcs GBP NTR I,NIM
^NQUSS8777AUDN,NQ US Sm Cap Inv Svcs AUD NTR I,NIM
^NQUSS8777CADN,NQ US Sm Cap Inv Svcs CAD NTR I,NIM
^NQUSM8777AUDT,NQ US Md Cap Inv Svcs AUD TR In,NIM
^NQUSB8777LMN,NQ US Inv Svcs Large Mid Cap N,NIM
^NQUSS8777GBPT,NQ US Sm Cap Inv Svcs GBP TR In,NIM
^NQUSL8670EURN,NQ US Lg Cap Real Estate Inv Tr,NIM
^NQUSS8670N,NQ US Sm Cap Real Estate Inv Tr,NIM
^NQUSL8670JPYN,NQ US Lg Cap Real Estate Inv Tr,NIM
^NQUSL8670CADN,NQ US Lg Cap Real Estate Inv Tr,NIM
^NQUSB8630JPYT,NQ US Bnchmk Real Estate Inv &,NIM
^NQUSB8777T,NQ US Bnchmk Inv Svcs TR Index,NIM
^NQUSL8777JPY,NQ US Lg Cap Inv Svcs JPY Index,NIM
^NQUSB8777GBP,NQ US Bnchmk Inv Svcs GBP Index,NIM
^NQUSS8777JPYN,NQ US Sm Cap Inv Svcs JPY NTR I,NIM
^NQUSL8777AUDT,NQ US Lg Cap Inv Svcs AUD TR In,NIM
^SP1500-40203020,S&P Composite 1500 Investment B,SNP
^NQUSB8777EURT,NQ US Bnchmk Inv Svcs EUR TR In,NIM
^NQUSB8670LMGBPN,NQ US Real Estate Inv Trusts L,NIM
^NQUSB8777EUR,NQ US Bnchmk Inv Svcs EUR Index,NIM
^NQUSB8630JPYN,NQ US Bnchmk Real Estate Inv &,NIM
